Team,AT,HT,Score,Date Range,Home Away,League,Season,Date,GS,GA,Pts,xG,xGA,Net xG,xG Pts,Lower xG,Upper xG,Pts vs xG,Pts vs xG +ve,Pts vs xG -ve
West Ham,West Ham,Sheffield United,0-1,TRUE,Away,English Premier League,2019/20,01/10/2020,0,1,0,1.1,2.1,-1,0,-0.36,0.42,0,0,
West Ham,West Ham,Everton,0-2,TRUE,Away,English Premier League,2019/20,10/19/2019,0,2,0,0.5,2.2,-1.7,0,-0.36,0.42,0,0,
West Ham,West Ham,Man City,0-2,TRUE,Away,English Premier League,2019/20,2/19/2020,0,2,0,0.1,2.3,-2.2,0,-0.36,0.42,0,0,
West Ham,West Ham,Tottenham,0-2,TRUE,Away,English Premier League,2019/20,6/23/2020,0,2,0,0.9,2.5,-1.6,0,-0.36,0.42,0,0,
West Ham,West Ham,Wolves,0-2,TRUE,Away,English Premier League,2019/20,12/04/2019,0,2,0,0.6,1.7,-1.1,0,-0.36,0.42,0,0,
West Ham,West Ham,Burnley,0-3,TRUE,Away,English Premier League,2019/20,11/09/2019,0,3,0,0.5,2.1,-1.6,0,-0.36,0.42,0,0,
West Ham,West Ham,Crystal Palace,01-Feb,TRUE,Away,English Premier League,2019/20,12/26/2019,1,2,0,0.9,2.5,-1.6,0,-0.36,0.42,0,0,
West Ham,West Ham,Leicester,01-Apr,TRUE,Away,English Premier League,2019/20,1/22/2020,1,4,0,1.2,2.7,-1.5,0,-0.36,0.42,0,0,
West Ham,West Ham,Liverpool,02-Mar,TRUE,Away,English Premier League,2019/20,2/24/2020,2,3,0,0.6,2.7,-2.2,0,-0.36,0.42,0,0,
West Ham,West Ham,Aston Villa,0-0,TRUE,Away,English Premier League,2019/20,9/16/2019,0,0,1,0.6,1.5,-0.9,0,-0.36,0.42,-1,,-1
West Ham,West Ham,Brighton,01-Jan,TRUE,Away,English Premier League,2019/20,8/17/2019,1,1,1,0.5,2.3,-1.8,0,-0.36,0.42,-1,,-1
West Ham,West Ham,Man United,01-Jan,TRUE,Away,English Premier League,2019/20,7/22/2020,1,1,1,1.3,1,0.3,1,-0.36,0.42,0,0,
West Ham,West Ham,Bournemouth,02-Feb,TRUE,Away,English Premier League,2019/20,9/28/2019,2,2,1,1.7,2.5,-0.9,0,-0.36,0.42,-1,,-1
West Ham,West Ham,Newcastle,02-Feb,TRUE,Away,English Premier League,2019/20,07/05/2020,2,2,1,2.2,1.3,0.9,3,-0.36,0.42,2,2,
West Ham,West Ham,Chelsea,1-0,TRUE,Away,English Premier League,2019/20,11/30/2019,1,0,3,1.1,3,-1.9,0,-0.36,0.42,-3,,-3
West Ham,West Ham,Southampton,1-0,TRUE,Away,English Premier League,2019/20,12/14/2019,1,0,3,1.1,0.9,0.2,1,-0.36,0.42,-2,,-2
West Ham,West Ham,Watford,03-Jan,TRUE,Away,English Premier League,2019/20,8/24/2019,3,1,3,3.3,2.2,1,3,-0.36,0.42,0,0,
West Ham,West Ham,Norwich,4-0,TRUE,Away,English Premier League,2019/20,07/11/2020,4,0,3,4,0.7,3.2,3,-0.36,0.42,0,0,
West Ham,Burnley,West Ham,0-1,TRUE,Home,English Premier League,2019/20,07/08/2020,0,1,0,2.3,1,1.3,3,-0.36,0.42,3,3,
West Ham,Liverpool,West Ham,0-2,TRUE,Home,English Premier League,2019/20,1/29/2020,0,2,0,0.9,2.7,-1.8,0,-0.36,0.42,0,0,
West Ham,Wolves,West Ham,0-2,TRUE,Home,English Premier League,2019/20,6/20/2020,0,2,0,0.4,1,-0.5,0,-0.36,0.42,0,0,
West Ham,Newcastle,West Ham,0-2,TRUE,Home,English Premier League,2020/21,09/12/2020,0,2,0,1,1.5,-0.5,0,-0.36,0.42,0,0,
West Ham,Man City,West Ham,0-5,TRUE,Home,English Premier League,2019/20,08/10/2019,0,5,0,1.3,3,-1.7,0,-0.36,0.42,0,0,
West Ham,Crystal Palace,West Ham,01-Feb,TRUE,Home,English Premier League,2019/20,10/05/2019,1,2,0,1.4,2.1,-0.8,0,-0.36,0.42,0,0,
West Ham,Leicester,West Ham,01-Feb,TRUE,Home,English Premier League,2019/20,12/28/2019,1,2,0,1.1,2.5,-1.5,0,-0.36,0.42,0,0,
West Ham,Arsenal,West Ham,01-Mar,TRUE,Home,English Premier League,2019/20,12/09/2019,1,3,0,0.6,1.8,-1.1,0,-0.36,0.42,0,0,
West Ham,Newcastle,West Ham,02-Mar,TRUE,Home,English Premier League,2019/20,11/02/2019,2,3,0,1.8,2.2,-0.5,0,-0.36,0.42,0,0,
West Ham,Tottenham,West Ham,02-Mar,TRUE,Home,English Premier League,2019/20,11/23/2019,2,3,0,0.7,2.4,-1.7,0,-0.36,0.42,0,0,
West Ham,Aston Villa,West Ham,01-Jan,TRUE,Home,English Premier League,2019/20,7/26/2020,1,1,1,0.8,0.9,-0.1,1,-0.36,0.42,0,0,
West Ham,Everton,West Ham,01-Jan,TRUE,Home,English Premier League,2019/20,1/18/2020,1,1,1,1.3,1.7,-0.3,1,-0.36,0.42,0,0,
West Ham,Sheffield United,West Ham,01-Jan,TRUE,Home,English Premier League,2019/20,10/26/2019,1,1,1,2.9,1.1,1.8,3,-0.36,0.42,2,2,
West Ham,Man City,West Ham,01-Jan,TRUE,Home,English Premier League,2020/21,10/24/2020,1,1,1,0.3,1.1,-0.8,0,-0.36,0.42,-1,,-1
West Ham,Brighton,West Ham,03-Mar,TRUE,Home,English Premier League,2019/20,02/01/2020,3,3,1,1.4,2.1,-0.7,0,-0.36,0.42,-1,,-1
West Ham,Man United,West Ham,2-0,TRUE,Home,English Premier League,2019/20,9/22/2019,2,0,3,0.5,1.3,-0.7,0,-0.36,0.42,-3,,-3
West Ham,Norwich,West Ham,2-0,TRUE,Home,English Premier League,2019/20,8/31/2019,2,0,3,2.1,1.3,0.8,3,-0.36,0.42,0,0,
West Ham,Southampton,West Ham,03-Jan,TRUE,Home,English Premier League,2019/20,2/29/2020,3,1,3,2.6,0.9,1.7,3,-0.36,0.42,0,0,
West Ham,Watford,West Ham,03-Jan,TRUE,Home,English Premier League,2019/20,7/17/2020,3,1,3,0.7,1.3,-0.6,0,-0.36,0.42,-3,,-3
West Ham,Chelsea,West Ham,03-Feb,TRUE,Home,English Premier League,2019/20,07/01/2020,3,2,3,1.7,1.7,0,1,-0.36,0.42,-2,,-2
West Ham,Bournemouth,West Ham,4-0,TRUE,Home,English Premier League,2019/20,01/01/2020,4,0,3,2.1,0.6,1.5,3,-0.36,0.42,0,0,
West Ham,Wolves,West Ham,4-0,TRUE,Home,English Premier League,2020/21,9/27/2020,4,0,3,3,0.5,2.5,3,-0.36,0.42,0,0,
Wolves,Wolves,Leeds,1-0,TRUE,Away,English Premier League,2020/21,10/19/2020,1,0,3,0.7,1.2,-0.5,0,-0.36,0.42,-3,,-3
Wolves,Wolves,West Ham,0-4,TRUE,Away,English Premier League,2020/21,9/27/2020,0,4,0,0.5,3,-2.5,0,-0.36,0.42,0,0,
Wolves,Wolves,Sheffield United,2-0,TRUE,Away,English Premier League,2020/21,9/14/2020,2,0,3,1.8,0.9,0.9,3,-0.36,0.42,0,0,
Wolves,Wolves,Liverpool,0-1,TRUE,Away,English Premier League,2019/20,12/29/2019,0,1,0,0.5,1.8,-1.3,0,-0.36,0.42,0,0,
Wolves,Wolves,Sheffield United,0-1,TRUE,Away,English Premier League,2019/20,07/08/2020,0,1,0,0.3,0.5,-0.2,1,-0.36,0.42,1,1,
Wolves,Wolves,Chelsea,0-2,TRUE,Away,English Premier League,2019/20,7/26/2020,0,2,0,0.2,0.9,-0.7,0,-0.36,0.42,0,0,
Wolves,Wolves,Watford,01-Feb,TRUE,Away,English Premier League,2019/20,01/01/2020,1,2,0,1.3,1.1,0.2,1,-0.36,0.42,1,1,
Wolves,Wolves,Everton,02-Mar,TRUE,Away,English Premier League,2019/20,09/01/2019,2,3,0,2.2,1.5,0.7,3,-0.36,0.42,3,3,
Wolves,Wolves,Leicester,0-0,TRUE,Away,English Premier League,2019/20,08/11/2019,0,0,1,0.5,0.7,-0.2,1,-0.36,0.42,0,0,
Wolves,Wolves,Man United,0-0,TRUE,Away,English Premier League,2019/20,02/01/2020,0,0,1,1.2,0.9,0.3,1,-0.36,0.42,0,0,
Wolves,Wolves,Arsenal,01-Jan,TRUE,Away,English Premier League,2019/20,11/02/2019,1,1,1,1.5,1.1,0.5,3,-0.36,0.42,2,2,
Wolves,Wolves,Burnley,01-Jan,TRUE,Away,English Premier League,2019/20,7/15/2020,1,1,1,1.3,1.6,-0.3,1,-0.36,0.42,0,0,
Wolves,Wolves,Crystal Palace,01-Jan,TRUE,Away,English Premier League,2019/20,9/22/2019,1,1,1,1.7,1,0.7,3,-0.36,0.42,2,2,
Wolves,Wolves,Newcastle,01-Jan,TRUE,Away,English Premier League,2019/20,10/27/2019,1,1,1,1.9,0.8,1.2,3,-0.36,0.42,2,2,
Wolves,Wolves,Brighton,02-Feb,TRUE,Away,English Premier League,2019/20,12/08/2019,2,2,1,2,1,1,3,-0.36,0.42,2,2,
Wolves,Wolves,Aston Villa,1-0,TRUE,Away,English Premier League,2019/20,6/27/2020,1,0,3,0.6,0.5,0.1,1,-0.36,0.42,-2,,-2
Wolves,Wolves,Man City,2-0,TRUE,Away,English Premier League,2019/20,10/06/2019,2,0,3,1.3,1.9,-0.6,0,-0.36,0.42,-3,,-3
Wolves,Wolves,West Ham,2-0,TRUE,Away,English Premier League,2019/20,6/20/2020,2,0,3,1,0.4,0.5,3,-0.36,0.42,0,0,
Wolves,Wolves,Bournemouth,02-Jan,TRUE,Away,English Premier League,2019/20,11/23/2019,2,1,3,1.3,0.9,0.4,3,-0.36,0.42,0,0,
Wolves,Wolves,Norwich,02-Jan,TRUE,Away,English Premier League,2019/20,12/21/2019,2,1,3,2,1.2,0.8,3,-0.36,0.42,0,0,
Wolves,Wolves,Southampton,03-Feb,TRUE,Away,English Premier League,2019/20,1/18/2020,3,2,3,2.6,0.8,1.8,3,-0.36,0.42,0,0,
Wolves,Wolves,Tottenham,03-Feb,TRUE,Away,English Premier League,2019/20,03/01/2020,3,2,3,2.5,2.1,0.4,3,-0.36,0.42,0,0,
Wolves,Arsenal,Wolves,0-2,TRUE,Home,English Premier League,2019/20,07/04/2020,0,2,0,1,1.5,-0.5,0,-0.36,0.42,0,0,
Wolves,Liverpool,Wolves,01-Feb,TRUE,Home,English Premier League,2019/20,1/23/2020,1,2,0,1.8,1.4,0.4,1,-0.36,0.42,1,1,
Wolves,Tottenham,Wolves,01-Feb,TRUE,Home,English Premier League,2019/20,12/15/2019,1,2,0,0.8,0.9,-0.1,1,-0.36,0.42,1,1,
Wolves,Man City,Wolves,01-Mar,TRUE,Home,English Premier League,2020/21,9/21/2020,1,3,0,0.8,2.2,-1.4,0,-0.36,0.42,0,0,
Wolves,Chelsea,Wolves,02-May,TRUE,Home,English Premier League,2019/20,9/14/2019,2,5,0,1.6,2.5,-1,0,-0.36,0.42,0,0,
Wolves,Brighton,Wolves,0-0,TRUE,Home,English Premier League,2019/20,03/07/2020,0,0,1,0.8,0.3,0.5,3,-0.36,0.42,2,2,
Wolves,Leicester,Wolves,0-0,TRUE,Home,English Premier League,2019/20,2/14/2020,0,0,1,1.2,0.7,0.5,3,-0.36,0.42,2,2,
Wolves,Burnley,Wolves,01-Jan,TRUE,Home,English Premier League,2019/20,8/25/2019,1,1,1,1.5,1.5,0,1,-0.36,0.42,0,0,
Wolves,Man United,Wolves,01-Jan,TRUE,Home,English Premier League,2019/20,8/19/2019,1,1,1,0.3,1.2,-0.9,0,-0.36,0.42,-1,,-1
Wolves,Newcastle,Wolves,01-Jan,TRUE,Home,English Premier League,2019/20,01/11/2020,1,1,1,1.7,0.2,1.5,3,-0.36,0.42,2,2,
Wolves,Sheffield United,Wolves,01-Jan,TRUE,Home,English Premier League,2019/20,12/01/2019,1,1,1,1.4,1.4,0,1,-0.36,0.42,0,0,
Wolves,Southampton,Wolves,01-Jan,TRUE,Home,English Premier League,2019/20,10/19/2019,1,1,1,0.9,1.4,-0.5,0,-0.36,0.42,-1,,-1
Wolves,Newcastle,Wolves,01-Jan,TRUE,Home,English Premier League,2020/21,10/25/2020,1,1,1,0.9,0.3,0.6,3,-0.36,0.42,2,2,
Wolves,Bournemouth,Wolves,1-0,TRUE,Home,English Premier League,2019/20,6/24/2020,1,0,3,0.8,0.1,0.7,3,-0.36,0.42,0,0,
Wolves,Fulham,Wolves,1-0,TRUE,Home,English Premier League,2020/21,10/04/2020,1,0,3,1.1,1,0.1,1,-0.36,0.42,-2,,-2
Wolves,Crystal Palace,Wolves,2-0,TRUE,Home,English Premier League,2019/20,7/20/2020,2,0,3,1.4,0.5,0.9,3,-0.36,0.42,0,0,
Wolves,Watford,Wolves,2-0,TRUE,Home,English Premier League,2019/20,9/28/2019,2,0,3,1,1.2,-0.2,1,-0.36,0.42,-2,,-2
Wolves,West Ham,Wolves,2-0,TRUE,Home,English Premier League,2019/20,12/04/2019,2,0,3,1.7,0.6,1.1,3,-0.36,0.42,0,0,
Wolves,Crystal Palace,Wolves,2-0,TRUE,Home,English Premier League,2020/21,10/30/2020,2,0,3,1.6,0.9,0.8,3,-0.36,0.42,0,0,
Wolves,Aston Villa,Wolves,02-Jan,TRUE,Home,English Premier League,2019/20,11/10/2019,2,1,3,2,0.6,1.4,3,-0.36,0.42,0,0,
Wolves,Everton,Wolves,3-0,TRUE,Home,English Premier League,2019/20,07/12/2020,3,0,3,2.9,0.3,2.5,3,-0.36,0.42,0,0,
Wolves,Norwich,Wolves,3-0,TRUE,Home,English Premier League,2019/20,2/23/2020,3,0,3,3.2,0.4,2.8,3,-0.36,0.42,0,0,
Wolves,Man City,Wolves,03-Feb,TRUE,Home,English Premier League,2019/20,12/27/2019,3,2,3,2.4,1.8,0.6,3,-0.36,0.42,0,0,
